opt_dsnow,opt_rho_snow,opt_dice,opt_axis_ratio,opt_tice,opt_sice,opt_tbh,opt_tbv,target_tbh,target_tbv,cost
0.13689543203349444,399.99999423055976,0.8591742331465637,4.209984001891833,-17.48105160196664,4.41765826911878,233.64014928346342,243.45823744070563,236.746109013236,238.467571436701,2.588152548689473
0.12589329463089083,371.34729206426107,0.8594145171417311,3.7747862923741744,-17.48763728620534,4.205836850644734,217.4565548150963,236.5822277309361,216.284335360903,235.725690821177,1.8912983284713922
0.011756297780167534,387.63061873493035,0.8598209664024573,4.296112088213232,-17.47013108054937,4.427847117670288,209.3863492786944,238.89935026003528,214.827549525296,232.3775756197515,4.798996359711294
0.13030445109731048,384.873425535026,0.8591107576962723,3.9238503648745024,-17.499375778990114,4.2641744732373255,224.43332891673262,239.50670488465693,224.667756198381,237.440454362997,1.3846206653606887
0.062439929358342174,378.86073937301927,0.9193805939285566,4.032207399360065,-17.470608527889112,4.341184764671361,233.98844814313563,240.0833599222926,231.95556994627702,240.29536411899602,1.7394990535773391
0.06918272503884906,317.0770258083194,0.8400396701881792,4.960365786327652,-17.072839378388355,4.788106432674778,237.19462597940245,244.0490348853659,240.715636664476,240.08482930099052,2.9846577364549023
0.07177610054554776,325.9938454684255,0.8396772334293077,4.6424277552725774,-17.256301477238154,4.647516419402573,231.17771983104376,240.95397636592128,233.829879552329,237.217833314432,2.1844247246878483
0.06446766532422914,399.99999981842376,0.8440012084409279,3.4966751515074,-17.50444752635459,3.982879609438415,215.03731926094136,225.34589603289578,209.148144388975,229.389783086018,8.430600986475767
0.13857644114898593,389.9614075254241,0.8568467607018052,5.204410958887565,-16.805893406031974,4.875673780093873,242.3991224861849,251.18606773338212,243.153893122684,251.391741180487,0.10613663818199545
0.013390006586452854,385.4377031615518,0.8364193282220374,4.612838717907982,-17.28828613107524,4.589890858332922,211.99267726014563,240.13246161302894,213.405836211505,237.999831514955,0.8835949219554924
0.06292723133620154,364.78270414880524,0.8557521276283954,5.09888680909708,-16.907856462616316,4.83512482690655,242.8355741853366,247.24037092527894,242.834728740995,247.721803577831,0.02918553760647079
0.07508123992678097,314.97249952223046,0.8582554167136598,4.940467011108684,-17.049752319287514,4.777204266903887,232.3127475976615,243.7393284687009,235.040356417752,240.864804780632,2.342356926351064
0.08015551628106754,261.0566619470161,0.8551855885483677,5.352825531991053,-16.59333005118376,4.871169745893527,232.6474612461876,244.832060107848,237.87704957582702,242.6205551505145,4.2728283632420805
0.039244415237063936,392.9434567395148,0.8511783883857051,4.521200325954409,-17.274829667716652,4.602433507213563,241.3451311741488,246.56009287506657,240.909645147676,245.864055370191,0.3257182932707835
0.07493544342669395,249.10829026322864,0.8487707984163868,5.828521940060773,-14.869000315828787,4.842736524988104,240.36100275954573,248.11017177488444,249.96595494975452,254.368075241773,13.079461472877947
